1.224646799147353207e-16,2.165833164488701879e-16,1.165082655755151357e-16,3.078413452576652364e-16,1.801292070869480667e-16,1.949445745563393593e-16,5.387723769079805042e-17,2.263504540355242970e-16,1.962832520672546596e-16,2.939824357066719545e-16,2.085705224783175265e-16,1.137861684429476227e-16,-9.990998647888782688e-17,8.124654076034386270e-17,1.370855122999954300e-16,4.029525343808603194e-17,1.229047180635615147e-16,1.341377923290777044e-16,8.893904738622822020e-17,1.976961870105155889e-16,-6.093029511839539448e-19,4.234007483353951451e-17,1.289647434349886495e-16,1.684631885270727871e-16,1.492721170840146343e-16,-4.224897304032246493e-17,1.058587188884647043e-16,-1.723247998219621857e-17,3.046576690208305847e-17,1.301361345158747423e-16,1.095396850787593019e-16,-3.843610151473055375e-17,9.553146065216900267e-17,1.600581598567946459e-16,1.291118538376222597e-16,1.232391520215804997e-16,1.590487340655519767e-16,-4.799811533308783128e-17,2.799104944936625344e-16,7.412832911590408484e-17,-9.563254248950756623e-18,9.835392402590498343e-17,1.201487216669790293e-16,2.152168319520598065e-16,1.545053577703118102e-16,2.910103747819807130e-17,-9.063324439261030958e-17,6.908310010590732703e-17,-1.249050862179558742e-17,-6.558179252835699199e-18,6.295170181436987065e-17,9.087156736946457215e-17,7.138205804073917824e-17,5.965952303874187287e-17,2.367448744033116260e-17,1.435622800071193892e-16,1.747650746039016018e-16,2.735151806158554359e-17,1.247309469425252456e-16,2.231844173766702781e-16,3.471563803250247601e-16,1.043608998176890347e-17,-4.373833115054210717e-17,1.388896429314334180e-16,2.763752908090900797e-17,2.676629853191482235e-16,2.433665367154917143e-16,-1.874555922728855135e-16,1.086500733843840842e-16,5.043898410439714611e-17,2.049469216049405633e-16,2.497264228222974753e-16,-1.364211250311574672e-16,2.369517765464686802e-16,-3.453650651921508801e-17,-2.166381201677500135e-17,8.361608706952875352e-17,8.238151347002960949e-17,2.574291400569923469e-17,2.606501532769974010e-16,1.489346914676940107e-16,-1.235258621099208184e-17,4.964117698865034173e-17,1.707821063729131589e-16,1.347895784167676943e-16,-7.345763429878254847e-17,1.593138326477807407e-17,-2.628109722799941357e-16,-2.008707302885645942e-16,9.687106228546188402e-17,-5.812810648417231515e-17,1.579911532446724860e-16,-1.149148729689515173e-16,1.000015298426255957e-16,-2.015000491685418004e-16,1.661800658754020858e-16,1.314466134483812904e-16,1.041794725627454369e-16,7.119144886303464859e-17,-6.493412784145282057e-17
2.463744919538202530e-02,2.388017721319294837e-02,2.316844735633147648e-02,2.249824085081704797e-02,2.186600142947167300e-02,2.126857025014532165e-02,2.070313156399180080e-02,2.016716710715642930e-02,1.965841761645702179e-02,1.917485019772292854e-02,1.871463052941303370e-02,1.827609908217975657e-02,1.785775069059429565e-02,1.745821693622035334e-02,1.707625089905458193e-02,1.671071391265374281e-02,1.636056402127379281e-02,1.602484588833776036e-02,1.570268194700784672e-02,1.539326461751680357e-02,1.509584944372980089e-02,1.480974902433802518e-02,1.453432763307386730e-02,1.426899643812592870e-02,1.401320924409927074e-02,1.376645869090413477e-02,1.352827285323073871e-02,1.329821219208326792e-02,1.307586681647563212e-02,1.286085401899515236e-02,1.265281605373653161e-02,1.245141812918226266e-02,1.225634659210589686e-02,1.206730728157383130e-02,1.188402403471267195e-02,1.170623732812541180e-02,1.153370304078118677e-02,1.136619132586793972e-02,1.120348558055288615e-02,1.104538150386273794e-02,1.089168623400038616e-02,1.074221755737288057e-02,1.059680318246780488e-02,1.045528007244394229e-02,1.031749383096480441e-02,1.018329813637475038e-02,1.005255421983419079e-02,9.925130383467329828e-03,9.800901554990398140e-03,9.679748875629985358e-03,9.561559318461388193e-03,9.446225334574152172e-03,9.333644524728304526e-03,9.223719334371594664e-03,9.116356770109761490e-03,9.011468135880842945e-03,8.908968787254858274e-03,8.808777902420088582e-03,8.710818268545895970e-03,8.615016082334133948e-03,8.521300763664344316e-03,8.429604781345393164e-03,8.339863490060108256e-03,8.252014977674354893e-03,8.165999922151745763e-03,8.081761457370011462e-03,7.999245047202742029e-03,7.918398367278429995e-03,7.839171193873187282e-03,7.761515299440341527e-03,7.685384354320876424e-03,7.610733834208332355e-03,7.537520932980381130e-03,7.465704480538869203e-03,7.395244865320438170e-03,7.326103961177298819e-03,7.258245058335620163e-03,7.191632798175930617e-03,7.126233111585529925e-03,7.062013160657983242e-03,6.998941283530282428e-03,6.936986942162241473e-03,6.876120672873763974e-03,6.816314039475262869e-03,6.757539588832298799e-03,6.699770808716695031e-03,6.642982087810169259e-03,6.587148677731499528e-03,6.532246656970460905e-03,6.478252896614854726e-03,6.425145027770301845e-03,6.372901410575238131e-03,6.321501104718340106e-03,6.270923841378414285e-03,6.221149996501250043e-03,6.172160565347074163e-03,6.123937138229519281e-03,6.076461877392858903e-03,6.029717494952687752e-03,5.983687231853533454e-03
4.925994109281683214e-02,4.774714035838222709e-02,4.632517582597146799e-02,4.498605132607700480e-02,4.372268783334892078e-02,4.252879497494300998e-02,4.139876364826644561e-02,4.032757579405034376e-02,3.931072819802980400e-02,3.834416783146016999e-02,3.742423673486309360e-02,3.654762483558086222e-02,3.571132939355266267e-02,3.491262001037114676e-02,3.414900832838464739e-02,3.341822170026774452e-02,3.271818023329078895e-02,3.204697671280744287e-02,3.140285899112696399e-02,3.078421449471348617e-02,3.018955655752961556e-02,2.961751233360872260e-02,2.906681207946901907e-02,2.853627962818492195e-02,2.802482390299558535e-02,2.753143134017344007e-02,2.705515910924340475e-02,2.659512903414267687e-02,2.615052213203762632e-02,2.572057369764964643e-02,2.530456887043856101e-02,2.490183863009440973e-02,2.451175617273224777e-02,2.413373362615013271e-02,2.376721906763788750e-02,2.341169381226556115e-02,2.306666994340585142e-02,2.273168806057718899e-02,2.240631522258185182e-02,2.209014306643104428e-02,2.178278608475306063e-02,2.148388004629483636e-02,2.119308054582331319e-02,2.091006167120265311e-02,2.063451477673864179e-02,2.036614735301496212e-02,2.010468198447754734e-02,1.984985538690127796e-02,1.960141751768507135e-02,1.935913075261461863e-02,1.912276912336502085e-02,1.889211761057305733e-02,1.866697148780383994e-02,1.844713571218352388e-02,1.823242435786903703e-02,1.802266008887332821e-02,1.781767366809237571e-02,1.761730349966598996e-02,1.742139520205446615e-02,1.722980120944959254e-02,1.704238039935665819e-02,1.685899774434828496e-02,1.667952398619119286e-02,1.650383533067591862e-02,1.633181316163567764e-02,1.616334377275452025e-02,1.599831811589014566e-02,1.583663156473566133e-02,1.567818369273622781e-02,1.552287806427066902e-02,1.537062203817979832e-02,1.522132658279728469e-02,1.507490610170537752e-02,1.493127826949729176e-02,1.479036387687793913e-02,1.465208668449223366e-02,1.451637328491277648e-02,1.438315297225521011e-02,1.425235761894051191e-02,1.412392155914352944e-02,1.399778147851590132e-02,1.387387630978359834e-02,1.375214713386620907e-02,1.363253708617328044e-02,1.351499126776531563e-02,1.339945666109032020e-02,1.328588205001955506e-02,1.317421794392901503e-02,1.306441650559257706e-02,1.295643148266120530e-02,1.285021814252343061e-02,1.274573321035609927e-02,1.264293481018093773e-02,1.254178240875867927e-02,1.244223676216480584e-02,1.234425986489658816e-02,1.224781490137182190e-02,1.215286619969203723e-02,1.205937918754231182e-02,1.196732035011956359e-02
7.385252747487432157e-02,7.158768061452946974e-02,6.945846910297225063e-02,6.745300179170601873e-02,6.556074367576893158e-02,6.377232730501115887e-02,6.207939489260667215e-02,6.047446543444660871e-02,5.895082232743375367e-02,5.750241788285279793e-02,5.612379183835673746e-02,5.481000152686890670e-02,5.355656179858905852e-02,5.235939314006730211e-02,5.121477671212602140e-02,5.011931525158668660e-02,4.906989896197148232e-02,4.806367566462275975e-02,4.709802460097390481e-02,4.617053337442576094e-02,4.527897760071460803e-02,4.442130290209499871e-02,4.359560893581012481e-02,4.280013519322851956e-02,4.203324834442039720e-02,4.129343093514307311e-02,4.057927127031876746e-02,3.988945434097637688e-02,3.922275367103103538e-02,3.857802397674999634e-02,3.795419454581381441e-02,3.735026325487588589e-02,3.676529115482533167e-02,3.619839756179348694e-02,3.564875559956964812e-02,3.511558814566179826e-02,3.459816413894236525e-02,3.409579521175806066e-02,3.360783261367360913e-02,3.313366439777832434e-02,3.267271284373966800e-02,3.222443209466244879e-02,3.178830598731421930e-02,3.136384605748777921e-02,3.095058970420429614e-02,3.054809849818527351e-02,3.015595662151283884e-02,2.977376942675699634e-02,2.940116210501463739e-02,2.903777845337218028e-02,2.868327973322434832e-02,2.833734361172949787e-02,2.799966317941232977e-02,2.766994603759306143e-02,2.734791344991809384e-02,2.703329955279266603e-02,2.672585061999586953e-02,2.642532437718522059e-02,2.613148936238430392e-02,2.584412432888999814e-02,2.556301768734926122e-02,2.528796698403980303e-02,2.501877841264011498e-02,2.475526635700482300e-02,2.449725296266895905e-02,2.424456773499965648e-02,2.399704716207862534e-02,2.375453436055064912e-02,2.351687874283358085e-02,2.328393570418705802e-02,2.305556632828042671e-02,2.283163710999306859e-02,2.261201969427263300e-02,2.239659062999177844e-02,2.218523113779031358e-02,2.197782689099644915e-02,2.177426780876852083e-02,2.157444786066866488e-02,2.137826488194190244e-02,2.118562039881752984e-02,2.099641946320726996e-02,2.081057049621110391e-02,2.062798513989485411e-02,2.044857811682525978e-02,2.027226709689799664e-02,2.009897257102003648e-02,1.992861773123642821e-02,1.976112835692014902e-02,1.959643270667416753e-02,1.943446141560927626e-02,1.927514739769024474e-02,1.911842575286142043e-02,1.896423367868025137e-02,1.881251038620240443e-02,1.866319701988782345e-02,1.851623658130167882e-02,1.837157385639761470e-02,1.822915534619936467e-02,1.808892920068375099e-02,1.795084515570479974e-02
9.840027827964299700e-02,9.538859965643758931e-02,9.255661604737810966e-02,8.988866410128071305e-02,8.737085240411485154e-02,8.499081768539432091e-02,8.273752017698295103e-02,8.060107099018973265e-02,7.857258582164711180e-02,7.664406042311741607e-02,7.480826415161212495e-02,7.305864861099475860e-02,7.138926894727727623e-02,6.979471579932304548e-02,6.827005625912656306e-02,6.681078247993957331e-02,6.541276680067512062e-02,6.407222244234876685e-02,6.278566898549092778e-02,6.154990196325612478e-02,6.036196600869390971e-02,5.921913108053271368e-02,5.811887136322883146e-02,5.705884649659132002e-02,5.603688484015854204e-02,5.505096851940697450e-02,5.409922003617970154e-02,5.317989025559217292e-02,5.229134760699274270e-02,5.143206835811402200e-02,5.060062783992887170e-02,4.979569251545305775e-02,4.901601279922609272e-02,4.826041654581247897e-02,4.752780313565466846e-02,4.681713809526431846e-02,4.612744819622653647e-02,4.545781698398632803e-02,4.480738069305213733e-02,4.417532451017963657e-02,4.356087915140966632e-02,4.296331772261150622e-02,4.238195283648767131e-02,4.181613396191278392e-02,4.126524498403309066e-02,4.072870195582104641e-02,4.020595102377073904e-02,3.969646651218964456e-02,3.919974915210563265e-02,3.871532444220843194e-02,3.824274113046815388e-02,3.778156980618851274e-02,3.733140159323054125e-02,3.689184693601583326e-02,3.646253447071373666e-02,3.604310997471305011e-02,3.563323538811314500e-02,3.523258790153569603e-02,3.484085910506837941e-02,3.445775419361023217e-02,3.408299122430390876e-02,3.371630042211081618e-02,3.335742352992672466e-02,3.300611319993475290e-02,3.266213242317718424e-02,3.232525399456989690e-02,3.199526001081944709e-02,3.167194139889789595e-02,3.135509747293517557e-02,3.104453551754209756e-02,3.074007039574346359e-02,3.044152417984680864e-02,3.014872580368458191e-02,2.986151073481201762e-02,2.957972066532599600e-02,2.930320322008832939e-02,2.903181168121683406e-02,2.876540472779643906e-02,2.850384618983956703e-02,2.824700481559178772e-02,2.799475405134291967e-02,2.774697183297265141e-02,2.750354038850063437e-02,2.726434605097305050e-02,2.702927908105708793e-02,2.679823349876143262e-02,2.657110692374186137e-02,2.634780042367985270e-02,2.612821837026535129e-02,2.591226830234286821e-02,2.569986079580788979e-02,2.549090933986511778e-02,2.528533021929257538e-02,2.508304240237274260e-02,2.488396743417360321e-02,2.468802933488658743e-02,2.449515450293934804e-02,2.430527162263072805e-02,2.411831157603544495e-02,2.393420735895700202e-02
1.228882906647143364e-01,1.191367149074540471e-01,1.156079132794913672e-01,1.122826123515845709e-01,1.091436959501104059e-01,1.061759125390381586e-01,1.033656287446359651e-01,1.007006208053178170e-01,9.816989734671861811e-02,9.576354815364514217e-02,9.347261461535974481e-02,9.128897831883549252e-02,8.920526490188016022e-02,8.721476078933451670e-02,8.531134084777936000e-02,8.348940532806548021e-02,8.174382473663083237e-02,8.006989149854784604e-02,7.846327745739316295e-02,7.691999640709053232e-02,7.543637097501855460e-02,7.400900327871230699e-02,7.263474886436636913e-02,7.131069350714415445e-02,7.003413251353735047e-02,6.880255221674302923e-02,6.761361339882557275e-02,6.646513640972072368e-02,6.535508778393572804e-02,6.428156818205386924e-02,6.324280150657636546e-02,6.223712506083890761e-02,6.126298063623575318e-02,6.031890642718917839e-02,5.940352968555098062e-02,5.851556003673074463e-02,5.765378338903471428e-02,5.681705637568521677e-02,5.600430127595061591e-02,5.521450136787770663e-02,5.444669667043339212e-02,5.369998003750539595e-02,5.297349357029633443e-02,5.226642531823683796e-02,5.157800624169004561e-02,5.090750741254097128e-02,5.025423743119195735e-02,4.961754004070195040e-02,4.899679192073057993e-02,4.839140064566387761e-02,4.780080279284863731e-02,4.722446218819996433e-02,4.666186827769325252e-02,4.611253461431427669e-02,4.557599745103091404e-02,4.505181443121707152e-02,4.453956336873815536e-02,4.403884111062042472e-02,4.354926247584698512e-02,4.307045926440493389e-02,4.260207933120793017e-02,4.214378572000274797e-02,4.169525585275982160e-02,4.125618077045571652e-02,4.082626442147835322e-02,4.040522299420516023e-02,3.999278429059020812e-02,3.958868713784390730e-02,3.919268083553694576e-02,3.880452463565636084e-02,3.842398725334607301e-02,3.805084640624428749e-02,3.768488838047810013e-02,3.732590762154080338e-02,3.697370634839076964e-02,3.662809418926422922e-02,3.628888783777393240e-02,3.595591072799630278e-02,3.562899272733160982e-02,3.530796984601519001e-02,3.499268396222917493e-02,3.468298256185653461e-02,3.437871849196213331e-02,3.407974972717710271e-02,3.378593914819194577e-02,3.349715433164187489e-02,3.321326735070220110e-02,3.293415458576252203e-02,3.265969654459011801e-02,3.238977769143325247e-02,3.212428628455017698e-02,3.186311422167880519e-02,3.160615689300503434e-02,3.135331304120220208e-02,3.110448462815168860e-02,3.085957670797365507e-02,3.061849730602351008e-02,3.038115730352619615e-02,3.014747032755075301e-02,2.991735264603230526e-02
1.473016980546376642e-01,1.428188647978874681e-01,1.386006677876516768e-01,1.346244236522492754e-01,1.308699542423034101e-01,1.273192529377983884e-01,1.239562023287682779e-01,1.207663344002832817e-01,1.177366260297938588e-01,1.148553239415770061e-01,1.121117943319636795e-01,1.094963932370167647e-01,1.070003544056441214e-01,1.046156920003370044e-01,1.023351159018050793e-01,1.001519577639580078e-01,9.806010626859244794e-02,9.605395027796150009e-02,9.412832878853073793e-02,9.227848675895140851e-02,9.050003602620868004e-02,8.878892064131231610e-02,8.714138605405295779e-02,8.555395165866135077e-02,8.402338628145153421e-02,8.254668624997786586e-02,8.112105573268305059e-02,7.974388908000573650e-02,7.841275493364262272e-02,7.712538190116034753e-02,7.587964561925235329e-02,7.467355705131802079e-02,7.350525188430682977e-02,7.237298090636291870e-02,7.127510126115249589e-02,7.021006848718210069e-02,6.917642926119631219e-02,6.817281477412631685e-02,6.719793467623440264e-02,6.625057153524166464e-02,6.532957575747551371e-02,6.443386092755648553e-02,6.356239952694714423e-02,6.271421899593951355e-02,6.188839810737099822e-02,6.108406362367579251e-02,6.030038721178121452e-02,5.953658259295113719e-02,5.879190290697716703e-02,5.806563827213613582e-02,5.735711352417762615e-02,5.666568611919516052e-02,5.599074418669309355e-02,5.533170472045717547e-02,5.468801189597185392e-02,5.405913550418940672e-02,5.344456949236555537e-02,5.284383060352021433e-02,5.225645710683870376e-02,5.168200761199406856e-02,5.112005996099464739e-02,5.057021019170256093e-02,5.003207156767872088e-02,4.950527366944947050e-02,4.898946154270934078e-02,4.848429489933821918e-02,4.798944736745369699e-02,4.750460578702287578e-02,4.702946954783499695e-02,4.656374996689513490e-02,4.610716970252219660e-02,4.565946220266059452e-02,4.522037118508195203e-02,4.478965014736543959e-02,4.436706190466777749e-02,4.395237815347113886e-02,4.354537905962129613e-02,4.314585286908459438e-02,4.275359553998648449e-02,4.236841039457737296e-02,4.199010778987987552e-02,4.161850480586203743e-02,4.125342495005364374e-02,4.089469787760101338e-02,4.054215912583427478e-02,4.019564986246915855e-02,3.985501664663713972e-02,3.952011120198643812e-02,3.919079020115000950e-02,3.886691506091820292e-02,3.854835174750464305e-02,3.823497059132734133e-02,3.792664611076809744e-02,3.762325684440438744e-02,3.732468519124684109e-02,3.703081725853368117e-02,3.674154271667504079e-02,3.645675466095442407e-02,3.617634947961817504e-02,3.590022672802736098e-02
1.716256791663597070e-01,1.664219140310156109e-01,1.615231995540318821e-01,1.569036789142077837e-01,1.525403047337849649e-01,1.484124732835564175e-01,1.445017132840963892e-01,1.407914202663541337e-01,1.372666290674587342e-01,1.339138183486914269e-01,1.307207420891446092e-01,1.276762838773027042e-01,1.247703305316871236e-01,1.219936621615377442e-01,1.193378562539330195e-01,1.167952037646929203e-01,1.143586355127619442e-01,1.120216574443722857e-01,1.097782935544353439e-01,1.076230354365960151e-01,1.055507975869184184e-01,1.035568777146694264e-01,1.016369214215242511e-01,9.978689070131230299e-02,9.800303578907365587e-02,9.628186995307179419e-02,9.462014687849053252e-02,9.301484033840484722e-02,9.146312588761956741e-02,8.996236434916649038e-02,8.851008689260229934e-02,8.710398152845384712e-02,8.574188086489327454e-02,8.442175099148137296e-02,8.314168137106203726e-02,8.189987563496879674e-02,8.069464318895303023e-02,7.952439154789739395e-02,7.838761932669158217e-02,7.728290982277473409e-02,7.620892513298857529e-02,7.516440075362430806e-02,7.414814061806365708e-02,7.315901253125069170e-02,7.219594396450507157e-02,7.125791817797234862e-02,7.034397064134029209e-02,6.945318572642779353e-02,6.858469364788004341e-02,6.773766763054157869e-02,6.691132128417356939e-02,6.610490616803446629e-02,6.531770952951081177e-02,6.454905220246721920e-02,6.379828665231540574e-02,6.306479515600263430e-02,6.234798810618371462e-02,6.164730242980667740e-02,6.096220011221582802e-02,6.029216681865154359e-02,5.963671060572964255e-02,5.899536071613423194e-02,5.836766645031352119e-02,5.775319610950971350e-02,5.715153600491595237e-02,5.656228952818367212e-02,5.598507627889792032e-02,5.541953124499048033e-02,5.486530403237803444e-02,5.432205814041399933e-02,5.378947028001156150e-02,5.326722973152601959e-02,5.275503773972547300e-02,5.225260694337554440e-02,5.175966083714426957e-02,5.127593326371528842e-02,5.080116793415023063e-02,5.033511797468157023e-02,4.987754549825380163e-02,4.942822119924981938e-02,4.898692396995548565e-02,4.855344053740731636e-02,4.812756511938005854e-02,4.770909909833792595e-02,4.729785071227211868e-02,4.689363476140890469e-02,4.649627232984861192e-02,4.610559052125297319e-02,4.572142220776436589e-02,4.534360579138744379e-02,4.497198497711914211e-02,4.460640855715850700e-02,4.424673020556542380e-02,4.389280828279013003e-02,4.354450564951833913e-02,4.320168948932118919e-02,4.286423113962299636e-02,4.253200593054762974e-02,4.220489303119874525e-02,4.188277530299763102e-02
1.958454670071669568e-01,1.899327588585393578e-01,1.843638442029516267e-01,1.791099636617085877e-01,1.741454219490283506e-01,1.694472000020524616e-01,1.649946227245622510e-01,1.607690736603031856e-01,1.567537493295203532e-01,1.529334471519487038e-01,1.492943818725701866e-01,1.458240262329244807e-01,1.425109723176018195e-01,1.393448105760989042e-01,1.363160239944088137e-01,1.334158952851884072e-01,1.306364252939830883e-01,1.279702610932542117e-01,1.254106324652870530e-01,1.229512956672370316e-01,1.205864835329638896e-01,1.183108611021718715e-01,1.161194860820121411e-01,1.140077735432584866e-01,1.119714643353812711e-01,1.100065967746996914e-01,1.081094812193147819e-01,1.062766771953256861e-01,1.045049727823475633e-01,1.027913660036296195e-01,1.011330479981728259e-01,9.952738777985670193e-02,9.797191841247541999e-02,9.646432445020834689e-02,9.500243051097526092e-02,9.358419086567487666e-02,9.220767993985730382e-02,9.087108363618616458e-02,8.957269139639009725e-02,8.831088893042460253e-02,8.708415154851770201e-02,8.589103803872076559e-02,8.473018503874187035e-02,8.360030185622809029e-02,8.250016569646208275e-02,8.142861726064007377e-02,8.038455668166899493e-02,7.936693976771921899e-02,7.837477452674058986e-02,7.740711794776784782e-02,7.646307301718731353e-02,7.554178595022476017e-02,7.464244361979167908e-02,7.376427116648437421e-02,7.290652977504587240e-02,7.206851460393426390e-02,7.124955285585414522e-02,7.044900197819058130e-02,6.966624798327242241e-02,6.890070387926124085e-02,6.815180820327552957e-02,6.741902364906185441e-02,6.670183578219032738e-02,6.599975183633718934e-02,6.531229958474679687e-02,6.463902628145980211e-02,6.397949766733046495e-02,6.333329703625707741e-02,6.270002435741431346e-02,6.207929544961501150e-02,6.147074120422089255e-02,6.087400685331510741e-02,6.028875128007925993e-02,5.971464636857833769e-02,5.915137639034209055e-02,5.859863742534303366e-02,5.805613681513897145e-02,5.752359264611981576e-02,5.700073326094073217e-02,5.648729679636327328e-02,5.598303074586214595e-02,5.548769154545278581e-02,5.500104418132687606e-02,5.452286181795581305e-02,5.405292544543729288e-02,5.359102354492991521e-02,5.313695177110160789e-02,5.269051265059411515e-02,5.225151529556651409e-02,5.181977513144762210e-02,5.139511363808093453e-02,5.097735810350213087e-02,5.056634138962778913e-02,5.016190170920167835e-02,4.976388241336166668e-02,4.937213178924636930e-02,4.898650286709133744e-02,4.860685323630260096e-02,4.823304487001907337e-02,4.786494395771427601e-02
2.199463578396685659e-01,2.133383323672898568e-01,2.071109556761891457e-01,2.012328688726570669e-01,1.956759770537774834e-01,1.904150502520945143e-01,1.854273786685367575e-01,1.806924743995223792e-01,1.761918129573606662e-01,1.719086088540428547e-01,1.678276203650777287e-01,1.639349793191955396e-01,1.602180423828525879e-01,1.566652608381045031e-01,1.532660663012030966e-01,1.500107702087825901e-01,1.468904752191697582e-01,1.438969969472753685e-01,1.410227946804917254e-01,1.382609099167220468e-01,1.356049117297036255e-01,1.330488481059121653e-01,1.305872025155033200e-01,1.282148550803058340e-01,1.259270477875910343e-01,1.237193532715524097e-01,1.215876467470622668e-01,1.195280807339817869e-01,1.175370622564330392e-01,1.156112322411511628e-01,1.137474468732874444e-01,1.119427606976193257e-01,1.101944112787600488e-01,1.084998052561742116e-01,1.068565056491375259e-01,1.052622202835860610e-01,1.037147912274944961e-01,1.022121851342191606e-01,1.007524844045000895e-01,9.933387908763512131e-02,9.795465945100817473e-02,9.661320915475421489e-02,9.530799897505506935e-02,9.403758102549036879e-02,9.280058343109170993e-02,9.159570541439840397e-02,9.042171275692062471e-02,8.927743360306944487e-02,8.816175457687165651e-02,8.707361718466619105e-02,8.601201447958087276e-02,8.497598796588255732e-02,8.396462472336059524e-02,8.297705473375374674e-02,8.201244839288664157e-02,8.107001419366660633e-02,8.014899656643739712e-02,7.924867386438137762e-02,7.836835648275211619e-02,7.750738510169816187e-02,7.666512904332060951e-02,7.584098473440364918e-02,7.503437426699301194e-02,7.424474404963293805e-02,7.347156354268584433e-02,7.271432407168995637e-02,7.197253771319586657e-02,7.124573624798355431e-02,7.053347017695274501e-02,6.983530779536062383e-02,6.915083432141112818e-02,6.847965107552134167e-02,6.782137470684956870e-02,6.717563646395903476e-02,6.654208150669529975e-02,6.592036825659773613e-02,6.531016778335002604e-02,6.471116322495680528e-02,6.412304923951400726e-02,6.354553148657134110e-02,6.297832613625319043e-02,6.242115940441656657e-02,6.187376711224776976e-02,6.133589426881411177e-02,6.080729467519441905e-02,6.028773054888578870e-02,5.977697216729894319e-02,5.927479752921225448e-02,5.878099203314057081e-02,5.829534817164368915e-02,5.781766524065903162e-02,5.734774906300189184e-02,5.688541172524137074e-02,5.643047132719421904e-02,5.598275174334695070e-02,5.554208239553956594e-02,5.510829803630015733e-02,5.468123854225596242e-02,5.426074871707035896e-02,5.384667810340569571e-02
