0,1,2
0.02,0.56,2.367422e-05
0.02,0.58,9.018928e-06
0.02,0.6,-2.1606684e-06
0.02,0.62,-9.5665455e-06
0.02,0.64,-1.3142824e-05
0.02,0.66,-1.3291836e-05
0.02,0.68,-1.0296702e-05
0.02,0.7,-4.8987567e-06
0.02,0.72,2.5182962e-06
0.02,0.74,1.1056662e-05
0.02,0.76,2.0179898e-05
0.02,0.78,2.9161572e-05
0.02,0.8,3.7439167e-05
0.02,0.82,4.4289976e-05
0.02,0.84,4.9248338e-05
0.02,0.86,5.1964074e-05
0.02,0.88,5.1677227e-05
0.02,0.9,4.818663e-05
0.02,0.92,4.1078776e-05
0.02,0.94,3.0074269e-05
0.02,0.96,1.4893711e-05
0.02,0.98,-4.7534704e-06
0.03,-1.0,-8.0913305e-06
0.03,-0.98,-1.0110438e-05
0.03,-0.96,-1.0967255e-05
0.03,-0.94,-1.0501593e-05
0.03,-0.92,-8.825213e-06
0.03,-0.9,-5.9977174e-06
0.03,-0.88,-1.9557774e-06
0.03,-0.86,3.0100346e-06
0.03,-0.84,9.052455e-06
0.03,-0.82,1.6056001e-05
0.03,-0.8,2.3834407e-05
0.03,-0.78,3.2253563e-05
0.03,-0.76,4.1134655e-05
0.03,-0.74,5.0265342e-05
0.03,-0.72,5.9470534e-05
0.03,-0.7,6.842613e-05
0.03,-0.68,7.684901e-05
0.03,-0.66,8.4362924e-05
0.03,-0.64,9.055436e-05
0.03,-0.62,9.49949e-05
0.03,-0.6,9.719655e-05
0.03,-0.58,9.683892e-05
0.03,-0.56,9.36836e-05
0.03,-0.54,8.773431e-05
0.03,-0.52,7.991493e-05
0.03,-0.5,7.237494e-05
0.03,-0.48,6.99088e-05
0.03,-0.46,8.245185e-05
0.03,-0.44,0.00012867525
0.03,-0.42,0.00024367124
0.03,-0.4,0.0004901886
0.03,-0.38,0.0009788908
0.03,-0.36,0.0018982626
0.03,-0.34,0.0035585612
0.03,-0.32,0.0064482875
0.03,-0.3,0.011295516
0.03,-0.28,0.019117046
0.03,-0.26,0.031230632
0.03,-0.24,0.049207207
0.03,-0.22,0.074748345
0.03,-0.2,0.109479904
0.03,-0.18,0.15463349
0.03,-0.16,0.21062905
0.03,-0.14,0.27666235
0.03,-0.12,0.35042512
0.03,-0.1,0.42800957
0.03,-0.08,0.5040972
0.03,-0.06,0.5725011
0.03,-0.04,0.6269715
0.03,-0.02,0.6621112
0.03,0.0,0.67424953
0.03,0.02,0.6620826
0.03,0.04,0.6269133
0.03,0.06,0.57241553
0.03,0.08,0.50398546
0.03,0.1,0.42788064
0.03,0.12,0.35029298
0.03,0.14,0.27653196
0.03,0.16,0.21050112
0.03,0.18,0.15451226
0.03,0.2,0.109369114
0.03,0.22,0.07465424
0.03,0.24,0.049138967
0.03,0.26,0.031192351
0.03,0.28,0.019102339
0.03,0.3,0.011294659
0.03,0.32,0.006456066
0.03,0.34,0.0035759434
0.03,0.36,0.0019286722
0.03,0.38,0.0010238104
0.03,0.4,0.00054689497
0.03,0.42,0.00030561164
0.03,0.44,0.00018749386
0.03,0.46,0.00012983382
0.03,0.48,9.946525e-05
0.03,0.5,8.0019236e-05
0.03,0.52,6.4145774e-05
0.03,0.54,4.93899e-05
0.03,0.56,3.530085e-05
0.03,0.58,2.245605e-05
0.03,0.6,1.1481345e-05
0.03,0.62,2.8684735e-06
0.03,0.64,-2.8684735e-06
0.03,0.66,-5.83753e-06
0.03,0.68,-5.9716403e-06
0.03,0.7,-3.7625432e-06
0.03,0.72,4.8801303e-07
0.03,0.74,6.303191e-06
0.03,0.76,1.3034791e-05
0.03,0.78,2.0109117e-05
0.03,0.8,2.6974827e-05
0.03,0.82,3.298372e-05
0.03,0.84,3.7629157e-05
0.03,0.86,4.0400773e-05
0.03,0.88,4.0788203e-05
0.03,0.9,3.8407743e-05
0.03,0.92,3.284961e-05
0.03,0.94,2.3677945e-05
0.03,0.96,1.0743737e-05
0.03,0.98,-6.303191e-06
0.04,-1.0,-2.3614615e-05
0.04,-0.98,-2.3752451e-05
0.04,-0.96,-2.2612512e-05
0.04,-0.94,-2.027303e-05
0.04,-0.92,-1.6741455e-05
0.04,-0.9,-1.2077391e-05
0.04,-0.88,-6.247312e-06
0.04,-0.86,6.221235e-07
0.04,-0.84,8.374453e-06
0.04,-0.82,1.693517e-05
0.04,-0.8,2.6099384e-05
0.04,-0.78,3.578514e-05
0.04,-0.76,4.567206e-05
0.04,-0.74,5.558133e-05
0.04,-0.72,6.515905e-05
0.04,-0.7,7.405877e-05
0.04,-0.68,8.1926584e-05
0.04,-0.66,8.831173e-05
0.04,-0.64,9.273738e-05
0.04,-0.62,9.482354e-05
0.04,-0.6,9.442493e-05
0.04,-0.58,9.146333e-05
0.04,-0.56,8.66279e-05
0.04,-0.54,8.177757e-05
0.04,-0.52,8.087233e-05
0.04,-0.5,9.134039e-05
0.04,-0.48,0.00012705475
0.04,-0.46,0.00021268427
0.04,-0.44,0.00039045885
0.04,-0.42,0.0007316172
0.04,-0.4,0.0013530739
0.04,-0.38,0.0024411865
0.04,-0.36,0.0042833127
0.04,-0.34,0.0073048323
0.04,-0.32,0.012104608
0.04,-0.3,0.019480385
0.04,-0.28,0.03042639
0.04,-0.26,0.046094682
0.04,-0.24,0.06771153
0.04,-0.22,0.096443616
0.04,-0.2,0.13320865
0.04,-0.18,0.17842536
0.04,-0.16,0.23175319
0.04,-0.14,0.29189545
0.04,-0.12,0.35650772
0.04,-0.1,0.4222365
0.04,-0.08,0.48493332
0.04,-0.06,0.5400601
0.04,-0.04,0.583223
0.04,-0.02,0.61074847
0.04,0.0,0.6201968
0.04,0.02,0.6107121
0.04,0.04,0.58315206
0.04,0.06,0.53996575
0.04,0.08,0.48482537
0.04,0.1,0.42211598
0.04,0.12,0.35637814
0.04,0.14,0.29176456
0.04,0.16,0.23162714
0.04,0.18,0.17830779
0.04,0.2,0.13310355
0.04,0.22,0.09635437
0.04,0.24,0.06764132
0.04,0.26,0.046046197
0.04,0.28,0.030399121
0.04,0.3,0.01947083
0.04,0.32,0.012108363
0.04,0.34,0.007319063
0.04,0.36,0.0043075755
0.04,0.38,0.002475202
0.04,0.4,0.0013955794
0.04,0.42,0.0007791221
0.04,0.44,0.0004376322
0.04,0.46,0.0002533272
0.04,0.48,0.00015541911
0.04,0.5,0.000102862716
0.04,0.52,7.31051e-05
0.04,0.54,5.401671e-05
0.04,0.56,3.990531e-05
0.04,0.58,2.8397888e-05
0.04,0.6,1.8652529e-05
0.04,0.62,1.0617077e-05
0.04,0.64,4.414469e-06
0.04,0.66,3.6880374e-07
0.04,0.68,-1.6242266e-06
0.04,0.7,-1.5795231e-06
0.04,0.72,3.6135316e-07
0.04,0.74,3.7923455e-06
0.04,0.76,8.34465e-06
0.04,0.78,1.35451555e-05
0.04,0.8,1.8812716e-05
0.04,0.82,2.3689121e-05
0.04,0.84,2.7567148e-05
0.04,0.86,3.0178577e-05
0.04,0.88,3.0782074e-05
0.04,0.9,2.9020011e-05
0.04,0.92,2.4586916e-05
0.04,0.94,1.6920269e-05
0.04,0.96,5.953014e-06
0.04,0.98,-8.929521e-06
0.05,-1.0,-3.6083162e-05
0.05,-0.98,-3.4149736e-05
0.05,-0.96,-3.1016767e-05
0.05,-0.94,-2.6650727e-05
0.05,-0.92,-2.1077693e-05
0.05,-0.9,-1.4401972e-05
0.05,-0.88,-6.6384673e-06
0.05,-0.86,1.9147992e-06
0.05,-0.84,1.1276454e-05
0.05,-0.82,2.1271408e-05
0.05,-0.8,3.169477e-05
0.05,-0.78,4.2337924e-05
0.05,-0.76,5.2787364e-05
0.05,-0.74,6.2674284e-05
0.05,-0.72,7.193163e-05
0.05,-0.7,7.984042e-05
0.05,-0.68,8.620694e-05
0.05,-0.66,9.05022e-05
0.05,-0.64,9.254366e-05
0.05,-0.62,9.224191e-05
0.05,-0.6,9.01632e-05
0.05,-0.58,8.75704e-05
0.05,-0.56,8.7384135e-05
0.05,-0.54,9.505451e-05
0.05,-0.52,0.00012034923
0.05,-0.5,0.00018019229
0.05,-0.48,0.0003026724
0.05,-0.46,0.0005335286
0.05,-0.44,0.0009463541
0.05,-0.42,0.0016551688
0.05,-0.4,0.002833221
0.05,-0.38,0.0047349706
0.05,-0.36,0.0077207685
0.05,-0.34,0.012278955
0.05,-0.32,0.0190394
0.05,-0.3,0.028768867
0.05,-0.28,0.042343304
0.05,-0.26,0.060688674
0.05,-0.24,0.084692284
0.05,-0.22,0.115080185
0.05,-0.2,0.15226227
0.05,-0.18,0.19615902
0.05,-0.16,0.24605474
0.05,-0.14,0.30051214
0.05,-0.12,0.35736507
0.05,-0.1,0.4138
0.05,-0.08,0.46654612
0.05,-0.06,0.5121722
0.05,-0.04,0.5474557
0.05,-0.02,0.5697658
0.05,0.0,0.5773871
0.05,0.02,0.5697232
0.05,0.04,0.5473732
0.05,0.06,0.51206326
0.05,0.08,0.46642637
0.05,0.1,0.41367143
0.05,0.12,0.35722703
0.05,0.14,0.3003711
0.05,0.16,0.24592175
0.05,0.18,0.19604091
0.05,0.2,0.1521616
0.05,0.22,0.114998356
0.05,0.24,0.084629536
0.05,0.26,0.060642764
0.05,0.28,0.042310752
0.05,0.3,0.02874571
0.05,0.32,0.019023716
0.05,0.34,0.012271492
0.05,0.36,0.0077233054
0.05,0.38,0.0047493167
0.05,0.4,0.0028591305
0.05,0.42,0.0016903654
0.05,0.44,0.0009861887
0.05,0.46,0.00057222694
0.05,0.48,0.00033406168
0.05,0.5,0.00019920245
0.05,0.52,0.00012317672
0.05,0.54,7.973611e-05
0.05,0.56,5.3673983e-05
0.05,0.58,3.693998e-05
0.05,0.6,2.5220215e-05
0.05,0.62,1.6469508e-05
0.05,0.64,9.842217e-06
0.05,0.66,5.107373e-06
0.05,0.68,2.0191073e-06
0.05,0.7,6.519258e-07
0.05,0.72,9.611249e-07
0.05,0.74,2.577901e-06
0.05,0.76,5.297363e-06
0.05,0.78,8.6613e-06
0.05,0.8,1.2405217e-05
0.05,0.82,1.6070902e-05
0.05,0.84,1.9151717e-05
0.05,0.86,2.1088868e-05
0.05,0.88,2.1655113e-05
0.05,0.9,2.0179898e-05
0.05,0.92,1.6454607e-05
0.05,0.94,9.998679e-06
0.05,0.96,3.6135316e-07
0.05,0.98,-1.2561679e-05
0.06,-1.0,-4.479289e-05
0.06,-0.98,-4.0754676e-05
0.06,-0.96,-3.5442412e-05
0.06,-0.94,-2.9001385e-05
0.06,-0.92,-2.1383166e-05
0.06,-0.9,-1.2807548e-05
0.06,-0.88,-3.3900142e-06
0.06,-0.86,6.80238e-06
0.06,-0.84,1.744181e-05
0.06,-0.82,2.8386712e-05
0.06,-0.8,3.9462e-05
0.06,-0.78,5.025789e-05
0.06,-0.76,6.0450286e-05
0.06,-0.74,6.9610775e-05
0.06,-0.72,7.742271e-05
0.06,-0.7,8.353591e-05
0.06,-0.68,8.761138e-05
0.06,-0.66,8.9630485e-05
0.06,-0.64,8.9842826e-05
0.06,-0.62,8.9108944e-05
0.06,-0.6,8.948892e-05
0.06,-0.58,9.479001e-05
0.06,-0.56,0.00011185184
0.06,-0.54,0.00015183166
0.06,-0.52,0.00023352355
0.06,-0.5,0.0003865175
0.06,-0.48,0.00065740943
0.06,-0.46,0.0011172034
0.06,-0.44,0.0018726699
0.06,-0.42,0.003079176
0.06,-0.4,0.0049571507
0.06,-0.38,0.0078087784
0.06,-0.36,0.0120324865
0.06,-0.34,0.01813154
0.06,-0.32,0.02670981
0.06,-0.3,0.038451973
0.06,-0.28,0.054082416
0.06,-0.26,0.07430336
0.06,-0.24,0.09971241
0.06,-0.22,0.13069987
0.06,-0.2,0.16733442
0.06,-0.18,0.2092502
0.06,-0.16,0.25556904
0.06,-0.14,0.30487132
0.06,-0.12,0.3552268
0.06,-0.1,0.40428346
0.06,-0.08,0.44942397
0.06,-0.06,0.48798704
0.06,-0.04,0.5175295
0.06,-0.02,0.53608984
0.06,0.0,0.54240733
0.06,0.02,0.5360474
0.06,0.04,0.5174463
0.06,0.06,0.48787493
0.06,0.08,0.44929713
0.06,0.1,0.4041474
0.06,0.12,0.35508108
0.06,0.14,0.3047219
0.06,0.16,0.25542864
0.06,0.18,0.2091289
0.06,0.2,0.16723534
0.06,0.22,0.13062276
0.06,0.24,0.099656016
0.06,0.26,0.07426489
0.06,0.28,0.054055702
0.06,0.3,0.038430016
0.06,0.32,0.026687719
0.06,0.34,0.018108604
0.06,0.36,0.012011956
0.06,0.38,0.007795645
0.06,0.4,0.0049556103
0.06,0.42,0.003090568
0.06,0.44,0.0018952154
0.06,0.46,0.0011464655
0.06,0.48,0.00068733096
0.06,0.5,0.00041102618
0.06,0.52,0.00024727732
0.06,0.54,0.00015104935
0.06,0.56,9.447336e-05
0.06,0.58,6.0625374e-05
0.06,0.6,3.966689e-05
0.06,0.62,2.6136637e-05
0.06,0.64,1.6953796e-05
0.06,0.66,1.052022e-05
0.06,0.68,6.336719e-06
0.06,0.7,3.7252903e-06
0.06,0.72,2.5108457e-06
0.06,0.74,2.5816262e-06
0.06,0.76,3.7550926e-06
0.06,0.78,5.558133e-06
0.06,0.8,7.882714e-06
0.06,0.82,1.0229647e-05
0.06,0.84,1.2241304e-05
0.06,0.86,1.3485551e-05
0.06,0.88,1.3630837e-05
0.06,0.9,1.2163073e-05
0.06,0.92,8.754432e-06
0.06,0.94,3.0361116e-06
0.06,0.96,-5.438924e-06
0.06,0.98,-1.693517e-05
0.07,-1.0,-4.9881637e-05
0.07,-0.98,-4.3697655e-05
0.07,-0.96,-3.6280602e-05
0.07,-0.94,-2.7865171e-05
0.07,-0.92,-1.8563122e-05
0.07,-0.9,-8.4117055e-06
0.07,-0.88,2.30968e-06
0.07,-0.86,1.347065e-05
0.07,-0.84,2.483651e-05
0.07,-0.82,3.6120415e-05
0.07,-0.8,4.697591e-05
0.07,-0.78,5.71236e-05
0.07,-0.76,6.60792e-05
0.07,-0.74,7.3581934e-05
0.07,-0.72,7.9385936e-05
0.07,-0.7,8.330494e-05
0.07,-0.68,8.5406005e-05
0.07,-0.66,8.639321e-05
0.07,-0.64,8.755922e-05
0.07,-0.62,9.137392e-05
0.07,-0.6,0.000102546066
0.07,-0.58,0.0001285635
0.07,-0.56,0.00018173456
0.07,-0.54,0.00028130785
0.07,-0.52,0.00045719743
0.07,-0.5,0.0007544048
0.07,-0.48,0.0012395531
0.07,-0.46,0.0020094067
0.07,-0.44,0.0032008886
0.07,-0.42,0.005003102
0.07,-0.4,0.0076685883
0.07,-0.38,0.011524532
0.07,-0.36,0.016977672
0.07,-0.34,0.024512053
0.07,-0.32,0.034674566
0.07,-0.3,0.048046827
0.07,-0.28,0.0652003
0.07,-0.26,0.086638615
0.07,-0.24,0.11272773
0.07,-0.22,0.14361678
0.07,-0.2,0.17915553
0.07,-0.18,0.21882522
0.07,-0.16,0.2616973
0.07,-0.14,0.30643845
0.07,-0.12,0.3513525
0.07,-0.1,0.39446527
0.07,-0.08,0.43365133
0.07,-0.06,0.4668007
0.07,-0.04,0.49200964
0.07,-0.02,0.5077699
0.07,0.0,0.51312035
0.07,0.02,0.5077334
0.07,0.04,0.4919381
0.07,0.06,0.4667011
0.07,0.08,0.4335341
0.07,0.1,0.3943367
0.07,0.12,0.351214
0.07,0.14,0.3062954
0.07,0.16,0.26156145
0.07,0.18,0.2187077
0.07,0.2,0.1790609
0.07,0.22,0.14354405
0.07,0.24,0.112675205
0.07,0.26,0.08660321
0.07,0.28,0.06517763
0.07,0.3,0.048029907
0.07,0.32,0.034656215
0.07,0.34,0.024487793
0.07,0.36,0.016947968
0.07,0.38,0.011493675
0.07,0.4,0.007642515
0.07,0.42,0.0049871877
0.07,0.44,0.0031977743
0.07,0.46,0.0020182505
0.07,0.48,0.0012568086
0.07,0.5,0.00077459216
0.07,0.52,0.00047457218
0.07,0.54,0.00029058754
0.07,0.56,0.00017890334
0.07,0.58,0.00011138618
0.07,0.6,7.042289e-05
0.07,0.62,4.528463e-05
0.07,0.64,2.9351562e-05
0.07,0.66,1.9200146e-05
0.07,0.68,1.2475997e-05
0.07,0.7,8.132309e-06
0.07,0.72,5.479902e-06
0.07,0.74,4.1797757e-06
0.07,0.76,3.8444996e-06
0.07,0.78,4.258007e-06
0.07,0.8,5.159527e-06
0.07,0.82,6.22496e-06
0.07,0.84,7.227063e-06
0.07,0.86,7.5548887e-06
0.07,0.88,7.1302056e-06
0.07,0.9,5.327165e-06
0.07,0.92,2.000481e-06
0.07,0.94,-3.4235418e-06
0.07,0.96,-1.1153519e-05
0.07,0.98,-2.1521002e-05
0.08,-1.0,-5.1844865e-05
0.08,-0.98,-4.377961e-05
0.08,-0.96,-3.465265e-05
0.08,-0.94,-2.4747103e-05
0.08,-0.92,-1.4066696e-05
0.08,-0.9,-2.8982759e-06
0.08,-0.88,8.508563e-06
0.08,-0.86,2.0079315e-05
0.08,-0.84,3.137812e-05
0.08,-0.82,4.2092055e-05
0.08,-0.8,5.2012503e-05
0.08,-0.78,6.06291e-05
0.08,-0.76,6.784871e-05
0.08,-0.74,7.350743e-05
0.08,-0.72,7.735193e-05
0.08,-0.7,7.99112e-05
0.08,-0.68,8.1948936e-05
0.08,-0.66,8.5286796e-05
0.08,-0.64,9.281933e-05
0.08,-0.62,0.00010947138
0.08,-0.6,0.00014356524
0.08,-0.58,0.00020752475
0.08,-0.56,0.00032065064
0.08,-0.54,0.000511799
0.08,-0.52,0.0008232817
0.08,-0.5,0.001316227
0.08,-0.48,0.002077002
0.08,-0.46,0.0032249987
0.08,-0.44,0.0049216487
0.08,-0.42,0.0073788017
0.08,-0.4,0.010866601
0.08,-0.38,0.015717484
0.08,-0.36,0.022325061
0.08,-0.34,0.031133804
0.08,-0.32,0.04261926
0.08,-0.3,0.057255782
0.08,-0.28,0.07547523
0.08,-0.26,0.09761599
0.08,-0.24,0.123868346
0.08,-0.22,0.15421437
0.08,-0.2,0.18836966
0.08,-0.18,0.2257406
0.08,-0.16,0.2654099
0.08,-0.14,0.30615318
0.08,-0.12,0.3464865
0.08,-0.1,0.38474154
0.08,-0.08,0.4191683
0.08,-0.06,0.44806242
0.08,-0.04,0.4699064
0.08,-0.02,0.48351008
0.08,0.0,0.48812044
0.08,0.02,0.48348296
0.08,0.04,0.46985376
0.08,0.06,0.44798726
0.08,0.08,0.41907668
0.08,0.1,0.38463795
0.08,0.12,0.34637308
0.08,0.14,0.30603427
0.08,0.16,0.26529557
0.08,0.18,0.22564079
0.08,0.2,0.18828844
0.08,0.22,0.15415107
0.08,0.24,0.12382102
0.08,0.26,0.09758215
0.08,0.28,0.075452276
0.08,0.3,0.057239223
0.08,0.32,0.042603023
0.08,0.34,0.03111251
0.08,0.36,0.022296097
0.08,0.38,0.015681894
0.08,0.4,0.010828676
0.08,0.42,0.0073443092
0.08,0.44,0.004895704
0.08,0.46,0.0032107197
